Type,Study,Site,Sample,Depth,Depth type,Age (Ma),Age Frame,"Age (Ma, relative to KPg)",Sample Type,Species,d18O,Temperature (C),Delta_Temperature
d18O_foram,this study,ODP 1267,"208-1267B-32X-4, 103-104",320.48,rmcd,66.0342,D.-T. et al. 2014,-0.0113,Benthic,Nuttallides truempyi,0.27,8.88,0.34
d18O_foram,this study,ODP 1267,"208-1267B-32X-4, 117-118",320.62,rmcd,66.0398,D.-T. et al. 2014,-0.0179,Benthic,Nuttallides truempyi,0.37,8.44,-0.1
d18O_foram,this study,ODP 1267,"208-1267B-32X-4, 134-135",320.79,rmcd,66.0465,D.-T. et al. 2014,-0.0259,Benthic,Nuttallides truempyi,0.16,9.34,0.79
d18O_foram,this study,ODP 1267,"208-1267B-32X-4, 148-149",320.93,rmcd,66.052,D.-T. et al. 2014,-0.0325,Benthic,Nuttallides truempyi,0.29,8.78,0.24
d18O_foram,this study,ODP 1267,"208-1267B-32X-5, 29-30",321.24,rmcd,66.0643,D.-T. et al. 2014,-0.047,Benthic,Nuttallides truempyi,0.18,9.26,0.71
d18O_foram,this study,ODP 1267,"208-1267A-31X-4, 68-69",321.61,rmcd,66.0789,D.-T. et al. 2014,-0.0644,Benthic,Nuttallides truempyi,0.18,9.24,0.7
d18O_foram,this study,ODP 1267,"208-1267A-31X-4, 111-112",322.04,rmcd,66.096,D.-T. et al. 2014,-0.085,Benthic,Nuttallides truempyi,-0.03,10.2,1.66
d18O_foram,this study,ODP 1267,"208-1267A-31X-4, 147-148",322.4,rmcd,66.1155,D.-T. et al. 2014,-0.1065,Benthic,Nuttallides truempyi,-0.15,10.72,2.18
d18O_foram,,,,,,,,,,,,,
d18O_foram,this study,ODP 1209,"198-1209A-25H-6, 112-",261.6,rmcd adj,66.025,D.-T. et al. 2014,-0.003,bulk forams ,mixed,-0.637,17.21,0
d18O_foram,this study,ODP 1209,"198-1209A-25H-6, 108-",261.56,rmcd adj,66.017,D.-T. et al. 2014,0.005,bulk forams ,mixed,-0.581,16.96,-0.26
d18O_foram,this study,ODP 1209,"198-1209A-25H-6, 108-",261.56,rmcd adj,66.017,D.-T. et al. 2014,0.005,bulk forams ,mixed,-0.576,16.93,-0.28
d18O_foram,this study,ODP 1209,"198-1209A-25H-6, 108-",261.56,rmcd adj,66.017,D.-T. et al. 2014,0.005,bulk forams ,mixed,-0.536,16.76,-0.46
d18O_foram,this study,ODP 1209,"198-1209A-25H-6, 104-",261.52,rmcd adj,66.008,D.-T. et al. 2014,0.014,bulk forams ,mixed,-0.703,17.51,0.29
d18O_foram,this study,ODP 1209,"198-1209A-25H-6, 96-",261.44,rmcd adj,65.988,D.-T. et al. 2014,0.034,bulk forams ,mixed,-0.721,17.59,0.38
d18O_foram,this study,ODP 1209,"198-1209A-25H-6, 80-",261.28,rmcd adj,65.95,D.-T. et al. 2014,0.072,bulk forams ,mixed,-0.786,17.89,0.67
d18O_foram,this study,ODP 1209,"198-1209A-25H-6, 60-",261.08,rmcd adj,65.902,D.-T. et al. 2014,0.12,bulk forams ,mixed,-1.089,19.26,2.05
d18O_foram,this study,ODP 1209,"198-1209A-25H-6, 48-",260.96,rmcd adj,65.877,D.-T. et al. 2014,0.145,bulk forams ,mixed,-1.078,19.21,2
d18O_foram,this study,ODP 1209,"198-1209A-25H-6, 40-",260.88,rmcd adj,65.859,D.-T. et al. 2014,0.163,bulk forams ,mixed,-0.951,18.64,1.42
d18O_foram,this study,ODP 1209,"198-1209A-25H-6, 32-",260.8,rmcd adj,65.842,D.-T. et al. 2014,0.18,bulk forams ,mixed,-0.908,18.44,1.22
d18O_foram,this study,ODP 1209,"198-1209A-25H-6, 28-",260.76,rmcd adj,65.834,D.-T. et al. 2014,0.188,bulk forams ,mixed,-1.07,19.18,1.96
d18O_foram,this study,ODP 1209,"198-1209A-25H-6, 16-",260.64,rmcd adj,65.808,D.-T. et al. 2014,0.214,bulk forams ,mixed,-2.277,24.71,7.5
d18O_foram,this study,ODP 1209,"198-1209A-25H-6, 8-",260.56,rmcd adj,65.793,D.-T. et al. 2014,0.229,bulk forams ,mixed,-1.165,19.61,2.39
d18O_foram,this study,ODP 1209,"198-1209A-25H-6, 8-",260.56,rmcd adj,65.793,D.-T. et al. 2014,0.229,bulk forams ,mixed,-1.062,19.14,1.93
d18O_foram,this study,ODP 1209,"198-1209A-25H-6, 8-",260.56,rmcd adj,65.793,D.-T. et al. 2014,0.229,bulk forams ,mixed,-1.055,19.11,1.89
d18O_foram,this study,ODP 1209,"198-1209A-25H-6, 4-",260.52,rmcd adj,65.786,D.-T. et al. 2014,0.236,bulk forams ,mixed,-1.116,19.38,2.17
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 132-",260.365,rmcd adj,65.757,D.-T. et al. 2014,0.265,bulk forams ,mixed,-1.02,18.95,1.74
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 120-",260.235,rmcd adj,65.732,D.-T. et al. 2014,0.29,bulk forams ,mixed,-0.936,18.57,1.35
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 112-",260.1483333,rmcd adj,65.716,D.-T. et al. 2014,0.306,bulk forams ,mixed,-1.067,19.16,1.95
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 104-",260.0681206,rmcd adj,65.686,D.-T. et al. 2014,0.336,bulk forams ,mixed,-0.954,18.65,1.44
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 96-",259.9943617,rmcd adj,65.637,D.-T. et al. 2014,0.385,bulk forams ,mixed,-0.835,18.11,0.89
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 88-",259.9206028,rmcd adj,65.596,D.-T. et al. 2014,0.426,bulk forams ,mixed,-0.823,18.05,0.84
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 80-",259.846844,rmcd adj,65.578,D.-T. et al. 2014,0.444,bulk forams ,mixed,-0.921,18.5,1.28
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 76-",259.8099645,rmcd adj,65.569,D.-T. et al. 2014,0.453,bulk forams ,mixed,-0.843,18.14,0.93
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 60-",259.6624468,rmcd adj,65.532,D.-T. et al. 2014,0.49,bulk forams ,mixed,-0.86,18.22,1.01
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 60-",259.6624468,rmcd adj,65.532,D.-T. et al. 2014,0.49,bulk forams ,mixed,-0.793,17.91,0.7
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 60-",259.6624468,rmcd adj,65.532,D.-T. et al. 2014,0.49,bulk forams ,mixed,-0.794,17.92,0.71
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 48-",259.5518085,rmcd adj,65.513,D.-T. et al. 2014,0.509,bulk forams ,mixed,-0.73,17.63,0.42
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 36-",259.4411702,rmcd adj,65.495,D.-T. et al. 2014,0.527,bulk forams ,mixed,-0.872,18.27,1.06
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 20-",259.2936525,rmcd adj,65.471,D.-T. et al. 2014,0.551,bulk forams ,mixed,-0.72,17.59,0.37
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 12-",259.2198936,rmcd adj,65.46,D.-T. et al. 2014,0.562,bulk forams ,mixed,-0.73,17.63,0.42
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 8-",259.1830142,rmcd adj,65.454,D.-T. et al. 2014,0.568,bulk forams ,mixed,-0.794,17.92,0.71
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 0-",259.1092553,rmcd adj,65.442,D.-T. et al. 2014,0.58,bulk forams ,mixed,-0.599,17.04,-0.18
d18O_foram,this study,ODP 1209,"198-1209C-15H-1, 138-",258.998617,rmcd adj,65.409,D.-T. et al. 2014,0.613,bulk forams ,mixed,-0.813,18.01,0.8
d18O_foram,this study,ODP 1209,"198-1209C-15H-1, 130-",258.9248582,rmcd adj,65.379,D.-T. et al. 2014,0.643,bulk forams ,mixed,-0.706,17.52,0.31
d18O_foram,this study,ODP 1209,"198-1209C-15H-1, 118-",258.8142199,rmcd adj,65.335,D.-T. et al. 2014,0.687,bulk forams ,mixed,-0.715,17.56,0.35
d18O_foram,this study,ODP 1209,"198-1209C-15H-1, 110-",258.7345513,rmcd adj,65.314,D.-T. et al. 2014,0.708,bulk forams ,mixed,-0.891,18.36,1.15
d18O_foram,this study,ODP 1209,"198-1209C-15H-1, 110-",258.7345513,rmcd adj,65.314,D.-T. et al. 2014,0.708,bulk forams ,mixed,-0.829,18.08,0.87
d18O_foram,this study,ODP 1209,"198-1209C-15H-1, 110-",258.7345513,rmcd adj,65.314,D.-T. et al. 2014,0.708,bulk forams ,mixed,-0.743,17.69,0.48
d18O_foram,this study,ODP 1209,"198-1209C-15H-1, 102-",258.6540385,rmcd adj,65.294,D.-T. et al. 2014,0.728,bulk forams ,mixed,-0.992,18.82,1.61
d18O_foram,this study,ODP 1209,"198-1209C-15H-1, 98-",258.6137821,rmcd adj,65.285,D.-T. et al. 2014,0.737,bulk forams ,mixed,-1.005,18.88,1.66
d18O_foram,this study,ODP 1209,"198-1209C-15H-1, 94-",258.5735256,rmcd adj,65.276,D.-T. et al. 2014,0.746,bulk forams ,mixed,-0.931,18.54,1.33
d18O_foram,this study,ODP 1209,"198-1209C-15H-1, 90-",258.5332692,rmcd adj,65.266,D.-T. et al. 2014,0.756,bulk forams ,mixed,-0.941,18.59,1.38
d18O_foram,this study,ODP 1209,"198-1209C-15H-1, 86-",258.4930128,rmcd adj,65.256,D.-T. et al. 2014,0.766,bulk forams ,mixed,-0.785,17.88,0.67
d18O_foram,this study,ODP 1209,"198-1209C-15H-1, 82-",258.4527564,rmcd adj,65.247,D.-T. et al. 2014,0.775,bulk forams ,mixed,-0.9,18.4,1.19
d18O_foram,this study,ODP 1209,"198-1209B-25H-6, 116-",258.4304667,rmcd adj,65.242,D.-T. et al. 2014,0.78,bulk forams ,mixed,-0.692,17.46,0.25
d18O_foram,this study,ODP 1209,"198-1209B-25H-6, 112-",258.3955333,rmcd adj,65.234,D.-T. et al. 2014,0.788,bulk forams ,mixed,-0.798,17.94,0.73
d18O_foram,this study,ODP 1209,"198-1209B-25H-6, 108-",258.3606,rmcd adj,65.225,D.-T. et al. 2014,0.797,bulk forams ,mixed,-0.954,18.65,1.43
d18O_foram,this study,ODP 1209,"198-1209B-25H-6, 100-",258.2907333,rmcd adj,65.189,D.-T. et al. 2014,0.833,bulk forams ,mixed,-0.806,17.98,0.76
d18O_foram,this study,ODP 1209,"198-1209B-25H-6, 100-",258.2907333,rmcd adj,65.189,D.-T. et al. 2014,0.833,bulk forams ,mixed,-0.736,17.66,0.45
d18O_foram,this study,ODP 1209,"198-1209B-25H-6, 100-",258.2907333,rmcd adj,65.189,D.-T. et al. 2014,0.833,bulk forams ,mixed,-0.768,17.8,0.59
d18O_foram,this study,ODP 1209,"198-1209B-25H-6, 96-",258.2558,rmcd adj,65.171,D.-T. et al. 2014,0.851,bulk forams ,mixed,-0.82,18.04,0.82
d18O_foram,this study,ODP 1209,"198-1209B-25H-6, 92-",258.2208667,rmcd adj,65.153,D.-T. et al. 2014,0.869,bulk forams ,mixed,-0.798,17.94,0.73
d18O_foram,this study,ODP 1209,"198-1209B-25H-6, 88-",258.1859333,rmcd adj,65.135,D.-T. et al. 2014,0.887,bulk forams ,mixed,-0.797,17.94,0.72
d18O_foram,this study,ODP 1209,"198-1209B-25H-6, 84-",258.151,rmcd adj,65.128,D.-T. et al. 2014,0.894,bulk forams ,mixed,-0.795,17.92,0.71
d18O_foram,this study,ODP 1209,"198-1209B-25H-6, 80-",258.1160667,rmcd adj,65.122,D.-T. et al. 2014,0.9,bulk forams ,mixed,-0.906,18.43,1.22
d18O_foram,this study,ODP 1209,"198-1209B-25H-6, 68-",258.01,rmcd adj,65.106,D.-T. et al. 2014,0.916,bulk forams ,mixed,-0.824,18.06,0.85
d18O_foram,this study,ODP 1209,"198-1209B-25H-6, 66-",257.99,rmcd adj,65.103,D.-T. et al. 2014,0.919,bulk forams ,mixed,-0.025,14.45,-2.76
d18O_foram,this study,ODP 1209,"198-1209B-25H-6, 66-",257.99,rmcd adj,65.103,D.-T. et al. 2014,0.919,bulk forams ,mixed,-0.116,14.86,-2.35
d18O_foram,this study,ODP 1209,"198-1209B-25H-6, 52-",257.85,rmcd adj,65.082,D.-T. et al. 2014,0.94,bulk forams ,mixed,-0.791,17.91,0.7
d18O_foram,this study,ODP 1209,"198-1209B-25H-6, 28-",257.61,rmcd adj,65.046,D.-T. et al. 2014,0.976,bulk forams ,mixed,-0.537,16.76,-0.45
d18O_foram,this study,ODP 1209,"198-1209B-25H-6, 16-",257.49,rmcd adj,65.023,D.-T. et al. 2014,0.999,bulk forams ,mixed,-0.476,16.48,-0.73
d18O_foram,this study,ODP 1209,"198-1209B-25H-6, 8-",257.41,rmcd adj,65.005,D.-T. et al. 2014,1.017,bulk forams ,mixed,-0.583,16.96,-0.25
d18O_foram,this study,ODP 1209,"198-1209B-25H-6, 8-",257.41,rmcd adj,65.005,D.-T. et al. 2014,1.017,bulk forams ,mixed,-0.544,16.79,-0.42
d18O_foram,this study,ODP 1209,"198-1209B-25H-6, 8-",257.41,rmcd adj,65.005,D.-T. et al. 2014,1.017,bulk forams ,mixed,-0.491,16.55,-0.66
d18O_foram,this study,ODP 1209,"198-1209B-25H-6, 4-",257.37,rmcd adj,64.995,D.-T. et al. 2014,1.027,bulk forams ,mixed,-0.401,16.14,-1.07
d18O_foram,this study,ODP 1209,"198-1209B-25H-5, 146-",257.29,rmcd adj,64.976,D.-T. et al. 2014,1.046,bulk forams ,mixed,-0.302,15.7,-1.52
d18O_foram,this study,ODP 1209,"198-1209B-25H-5, 134-",257.17,rmcd adj,64.948,D.-T. et al. 2014,1.074,bulk forams ,mixed,-0.563,16.88,-0.33
d18O_foram,this study,ODP 1209,"198-1209B-25H-5, 110-",256.93,rmcd adj,64.867,D.-T. et al. 2014,1.155,bulk forams ,mixed,-0.411,16.19,-1.02
d18O_foram,this study,ODP 1209,"198-1209B-25H-5, 106-",256.89,rmcd adj,64.851,D.-T. et al. 2014,1.171,bulk forams ,mixed,-0.118,14.87,-2.34
d18O_foram,this study,ODP 1209,"198-1209B-25H-5, 102-",256.85,rmcd adj,64.836,D.-T. et al. 2014,1.186,bulk forams ,mixed,-0.211,15.29,-1.92
d18O_foram,this study,ODP 1209,"198-1209B-25H-5, 94-",256.77,rmcd adj,64.817,D.-T. et al. 2014,1.205,bulk forams ,mixed,-0.291,15.65,-1.56
d18O_foram,this study,ODP 1209,"198-1209B-25H-5, 82-",256.65,rmcd adj,64.79,D.-T. et al. 2014,1.232,bulk forams ,mixed,-0.595,17.02,-0.19
d18O_foram,this study,ODP 1209,"198-1209B-25H-5, 74-",256.57,rmcd adj,64.772,D.-T. et al. 2014,1.25,bulk forams ,mixed,-0.387,16.08,-1.13
d18O_foram,this study,ODP 1209,"198-1209B-25H-5, 66-",256.49,rmcd adj,64.755,D.-T. et al. 2014,1.267,bulk forams ,mixed,-0.042,14.53,-2.68
d18O_foram,this study,ODP 1209,"198-1209B-25H-5, 58-",256.41,rmcd adj,64.737,D.-T. et al. 2014,1.285,bulk forams ,mixed,-0.168,15.09,-2.12
d18O_foram,this study,ODP 1209,"198-1209B-25H-5, 54-",256.37,rmcd adj,64.729,D.-T. et al. 2014,1.293,bulk forams ,mixed,-0.253,15.48,-1.74
d18O_foram,this study,ODP 1209,"198-1209B-25H-5, 46-",256.29,rmcd adj,64.712,D.-T. et al. 2014,1.31,bulk forams ,mixed,-0.05,14.57,-2.64
d18O_foram,this study,ODP 1209,"198-1209B-25H-5, 42-",256.25,rmcd adj,64.704,D.-T. et al. 2014,1.318,bulk forams ,mixed,-0.486,16.53,-0.69
d18O_foram,this study,ODP 1209,"198-1209B-25H-5, 34-",256.17,rmcd adj,64.687,D.-T. et al. 2014,1.335,bulk forams ,mixed,-0.595,17.02,-0.19
d18O_foram,this study,ODP 1209,"198-1209B-25H-5, 22-",256.05,rmcd adj,64.662,D.-T. et al. 2014,1.36,bulk forams ,mixed,-0.603,17.05,-0.16
d18O_foram,this study,ODP 1209,"198-1209B-25H-5, 18-",256.01,rmcd adj,64.654,D.-T. et al. 2014,1.368,bulk forams ,mixed,-0.687,17.44,0.23
d18O_foram,this study,ODP 1209,"198-1209B-25H-5, 14-",255.97,rmcd adj,64.645,D.-T. et al. 2014,1.377,bulk forams ,mixed,-0.635,17.2,-0.01
d18O_foram,this study,ODP 1209,"198-1209B-25H-5, 10-",255.93,rmcd adj,64.637,D.-T. et al. 2014,1.385,bulk forams ,mixed,-0.637,17.21,0
d18O_foram,this study,ODP 1209,"198-1209B-25H-5, 8-",255.91,rmcd adj,64.631,D.-T. et al. 2014,1.391,bulk forams ,mixed,-0.407,16.17,-1.04
d18O_foram,this study,ODP 1209,"198-1209B-25H-5, 8-",255.91,rmcd adj,64.631,D.-T. et al. 2014,1.391,bulk forams ,mixed,-0.328,15.81,-1.4
d18O_foram,this study,ODP 1209,"198-1209B-25H-5, 6-",255.89,rmcd adj,64.625,D.-T. et al. 2014,1.397,bulk forams ,mixed,-0.455,16.39,-0.82
d18O_foram,this study,ODP 1209,"198-1209B-25H-5, 0-",255.83,rmcd adj,64.604,D.-T. et al. 2014,1.418,bulk forams ,mixed,-0.581,16.96,-0.26
d18O_foram,this study,ODP 1209,"198-1209B-25H-4, 144-",255.77,rmcd adj,64.583,D.-T. et al. 2014,1.439,bulk forams ,mixed,-0.459,16.4,-0.81
d18O_foram,this study,ODP 1209,"198-1209B-25H-4, 128-",255.61,rmcd adj,64.528,D.-T. et al. 2014,1.494,bulk forams ,mixed,-0.471,16.46,-0.75
d18O_foram,this study,ODP 1209,"198-1209B-25H-4, 112-",255.45,rmcd adj,64.419,D.-T. et al. 2014,1.603,bulk forams ,mixed,-0.593,17.01,-0.2
d18O_foram,this study,ODP 1209,"198-1209B-25H-4, 72-",255.05,rmcd adj,64.29,D.-T. et al. 2014,1.732,bulk forams ,mixed,-0.425,16.25,-0.96
d18O_foram,this study,ODP 1209,"198-1209A-25H-6, 4-",260.52,rmcd adj,65.786,D.-T. et al. 2014,0.236,Planktonic,Woodringina,-1.65,21.82,1.77
d18O_foram,this study,ODP 1209,"198-1209A-25H-6, 8-",260.56,rmcd adj,65.793,D.-T. et al. 2014,0.229,Planktonic,Woodringina,-1.308,20.26,0.21
d18O_foram,this study,ODP 1209,"198-1209A-25H-6, 16-",260.64,rmcd adj,65.808,D.-T. et al. 2014,0.214,Planktonic,Woodringina,-1.39,20.63,0.58
d18O_foram,this study,ODP 1209,"198-1209A-25H-6, 28-",260.76,rmcd adj,65.834,D.-T. et al. 2014,0.188,Planktonic,Woodringina,-1.458,20.94,0.89
d18O_foram,this study,ODP 1209,"198-1209A-25H-6, 32-",260.8,rmcd adj,65.842,D.-T. et al. 2014,0.18,Planktonic,Woodringina,-1.245,19.97,-0.08
d18O_foram,this study,ODP 1209,"198-1209A-25H-6, 40-",260.88,rmcd adj,65.859,D.-T. et al. 2014,0.163,Planktonic,Woodringina,-1.395,20.66,0.61
d18O_foram,this study,ODP 1209,"198-1209A-25H-6, 48-",260.96,rmcd adj,65.877,D.-T. et al. 2014,0.145,Planktonic,Woodringina,-1.487,21.08,1.03
d18O_foram,this study,ODP 1209,"198-1209A-25H-6, 60-",261.08,rmcd adj,65.902,D.-T. et al. 2014,0.12,Planktonic,Woodringina,-1.425,20.79,0.74
d18O_foram,this study,ODP 1209,"198-1209A-25H-6, 80-",261.28,rmcd adj,65.95,D.-T. et al. 2014,0.072,Planktonic,Woodringina,-1.609,21.63,1.58
d18O_foram,this study,ODP 1209,"198-1209A-25H-6, 96-",261.44,rmcd adj,65.988,D.-T. et al. 2014,0.034,Planktonic,Woodringina,-1.277,20.12,0.07
d18O_foram,this study,ODP 1209,"198-1209A-25H-6, 104-",261.52,rmcd adj,66.008,D.-T. et al. 2014,0.014,Planktonic,Woodringina,-1.335,20.38,0.33
d18O_foram,this study,ODP 1209,"198-1209A-25H-6, 108-",261.56,rmcd adj,66.017,D.-T. et al. 2014,0.005,Planktonic,Woodringina,-1.242,19.96,-0.09
d18O_foram,this study,ODP 1209,"198-1209A-25H-6, 112-",261.6,rmcd adj,66.025,D.-T. et al. 2014,-0.003,Planktonic,Woodringina,-1.263,20.05,0
d18O_foram,this study,ODP 1209,"198-1209C-15H-1, 110-",258.73,rmcd adj,65.312,D.-T. et al. 2014,0.71,Planktonic,Woodringina,-1.332,20.37,0.31
d18O_foram,this study,ODP 1209,"198-1209C-15H-1, 118-",258.81,rmcd adj,65.333,D.-T. et al. 2014,0.689,Planktonic,Woodringina,-1.132,19.46,-0.59
d18O_foram,this study,ODP 1209,"198-1209C-15H-1, 130-",258.93,rmcd adj,65.382,D.-T. et al. 2014,0.641,Planktonic,Woodringina,-1.131,19.45,-0.6
d18O_foram,this study,ODP 1209,"198-1209C-15H-1, 138-",259.01,rmcd adj,65.414,D.-T. et al. 2014,0.608,Planktonic,Woodringina,-1.052,19.09,-0.96
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 0-",259.13,rmcd adj,65.445,D.-T. et al. 2014,0.577,Planktonic,Woodringina,-1.168,19.62,-0.43
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 8-",259.21,rmcd adj,65.458,D.-T. et al. 2014,0.564,Planktonic,Woodringina,-1.065,19.15,-0.9
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 12-",259.25,rmcd adj,65.464,D.-T. et al. 2014,0.558,Planktonic,Woodringina,-1.089,19.26,-0.79
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 22-",259.35,rmcd adj,65.481,D.-T. et al. 2014,0.541,Planktonic,Woodringina,-1.159,19.58,-0.47
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 36-",259.49,rmcd adj,65.503,D.-T. et al. 2014,0.519,Planktonic,Woodringina,-1.253,20.01,-0.05
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 48-",259.61,rmcd adj,65.522,D.-T. et al. 2014,0.5,Planktonic,Woodringina,-1.182,19.69,-0.37
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 60-",259.73,rmcd adj,65.549,D.-T. et al. 2014,0.473,Planktonic,Woodringina,-1.375,20.57,0.51
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 76-",259.89,rmcd adj,65.589,D.-T. et al. 2014,0.433,Planktonic,Woodringina,-1.373,20.55,0.5
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 80-",259.93,rmcd adj,65.599,D.-T. et al. 2014,0.423,Planktonic,Woodringina,-1.313,20.28,0.23
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 88-",260.01,rmcd adj,65.647,D.-T. et al. 2014,0.375,Planktonic,Woodringina,-1.292,20.18,0.13
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 96-",260.09,rmcd adj,65.7,D.-T. et al. 2014,0.322,Planktonic,Woodringina,-1.275,20.11,0.06
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 104-",260.17,rmcd adj,65.72,D.-T. et al. 2014,0.302,Planktonic,Woodringina,-1.295,20.2,0.15
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 112-",260.25,rmcd adj,65.735,D.-T. et al. 2014,0.287,Planktonic,Woodringina,-1.278,20.12,0.07
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 120-",260.33,rmcd adj,65.75,D.-T. et al. 2014,0.272,Planktonic,Woodringina,-1.277,20.12,0.07
d18O_foram,this study,ODP 1209,"198-1209C-15H-2, 132-",260.45,rmcd adj,65.773,D.-T. et al. 2014,0.249,Planktonic,Woodringina,-1.248,19.98,-0.07
d18O_foram,this study,ODP 1209,"198-1209A-24H-3, 54-55",245.52,rmcd adj,61.781,D.-T. et al. 2014,4.241,Planktonic,M. angulata,-1.196,,
d18O_foram,this study,ODP 1209,"198-1209A-24H-3, 64-65",245.62,rmcd adj,61.806,D.-T. et al. 2014,4.216,Planktonic,M. angulata,-1.202,,
d18O_foram,this study,ODP 1209,"198-1209A-24H-3, 74-75",245.72,rmcd adj,61.832,D.-T. et al. 2014,4.19,Planktonic,M. angulata,-1.288,,
d18O_foram,this study,ODP 1209,"198-1209A-24H-3, 84-85",245.82,rmcd adj,61.857,D.-T. et al. 2014,4.165,Planktonic,M. angulata,-1.3,,
d18O_foram,this study,ODP 1209,"198-1209A-24H-3, 99-100",245.97,rmcd adj,61.895,D.-T. et al. 2014,4.127,Planktonic,M. angulata,-1.435,,
d18O_foram,this study,ODP 1209,"198-1209A-24H-3, 104-105",246.02,rmcd adj,61.908,D.-T. et al. 2014,4.114,Planktonic,M. angulata,-1.404,,
d18O_foram,this study,ODP 1209,"198-1209A-24H-3, 114-115",246.12,rmcd adj,61.934,D.-T. et al. 2014,4.088,Planktonic,M. angulata,-1.389,,
d18O_foram,this study,ODP 1209,"198-1209A-24H-3, 124-125",246.22,rmcd adj,61.959,D.-T. et al. 2014,4.063,Planktonic,M. angulata,-1.302,,
d18O_foram,this study,ODP 1209,"198-1209A-24H-3, 139-140",246.37,rmcd adj,61.997,D.-T. et al. 2014,4.025,Planktonic,M. angulata,-1.593,,
d18O_foram,this study,ODP 1209,"198-1209A-24H-3, 144-145",246.42,rmcd adj,62.01,D.-T. et al. 2014,4.012,Planktonic,M. angulata,-1.534,,
d18O_foram,this study,ODP 1209,"198-1209A-24H-4, 4-5",246.52,rmcd adj,62.035,D.-T. et al. 2014,3.987,Planktonic,M. angulata,-1.412,,
d18O_foram,this study,ODP 1209,"198-1209A-24H-4, 29-30",246.77,rmcd adj,62.099,D.-T. et al. 2014,3.923,Planktonic,M. angulata,-1.429,,
d18O_foram,this study,ODP 1209,"198-1209A-24H-4, 44-45",246.92,rmcd adj,62.137,D.-T. et al. 2014,3.885,Planktonic,M. angulata,-1.398,,
d18O_foram,this study,ODP 1209,"198-1209A-24H-4, 54-55",247.02,rmcd adj,62.163,D.-T. et al. 2014,3.859,Planktonic,M. angulata,-1.332,,
d18O_foram,this study,ODP 1209,"198-1209A-24H-4, 74-75",247.22,rmcd adj,62.214,D.-T. et al. 2014,3.808,Planktonic,M. angulata,-1.301,,
d18O_foram,this study,ODP 1209,"198-1209A-24H-4, 89-90",247.37,rmcd adj,62.252,D.-T. et al. 2014,3.77,Planktonic,M. angulata,-1.418,,
d18O_foram,this study,ODP 1209,"198-1209A-24H-4, 94-95",247.42,rmcd adj,62.265,D.-T. et al. 2014,3.757,Planktonic,M. angulata,-1.444,,
d18O_foram,this study,ODP 1209,"198-1209A-24H-4, 114-115",247.62,rmcd adj,62.315,D.-T. et al. 2014,3.707,Planktonic,M. angulata,-1.439,,
d18O_foram,this study,ODP 1209,"198-1209A-24H-4, 134-135",247.82,rmcd adj,62.366,D.-T. et al. 2014,3.656,Planktonic,M. angulata,-1.579,,
d18O_foram,this study,ODP 1209,"198-1209A-24H-4, 144-145",247.92,rmcd adj,62.392,D.-T. et al. 2014,3.63,Planktonic,M. angulata,-1.608,,
d18O_foram,this study,ODP 1209,"198-1209A-24H-5, 4-5",248.02,rmcd adj,62.417,D.-T. et al. 2014,3.605,Planktonic,M. angulata,-1.451,,
d18O_foram,this study,ODP 1209,"198-1209A-24H-5, 14-15",248.12,rmcd adj,62.443,D.-T. et al. 2014,3.579,Planktonic,M. angulata,-1.571,,
d18O_foram,this study,ODP 1209,"198-1209A-24H-5, 24-25",248.22,rmcd adj,62.468,D.-T. et al. 2014,3.554,Planktonic,P. uncinata,-1.465,,
