Type,Study,Site,Sample,Depth,Depth type,Age (Ma),Age Frame,"Age (Ma, relative to KPg)",Sample Type,Species,d18O,Temperature (C),Delta_Temperature
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-2,66-68",452.26,mbsf,66.08,GTS 2012,-0.04,Benthic,Anomalinoides acuta,,10.8,0.7
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-2,76-78",452.36,mbsf,66.088,GTS 2012,-0.048,Benthic,Anomalinoides acuta,,11.4,1.3
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-2,87-89",452.47,mbsf,66.096,GTS 2012,-0.056,Benthic,Anomalinoides acuta,,10.7,0.6
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-2,95-97",452.55,mbsf,66.102,GTS 2012,-0.062,Benthic,Anomalinoides acuta,,11.6,1.5
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-2,102-104",452.62,mbsf,66.105,GTS 2012,-0.065,Benthic,Anomalinoides acuta,,10.3,0.1
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-2,104-106",452.64,mbsf,66.108,GTS 2012,-0.068,Benthic,Anomalinoides acuta,,12,1.9
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-2,115-117",452.75,mbsf,66.115,GTS 2012,-0.075,Benthic,Anomalinoides acuta,,12.3,2.2
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-2,126-128",452.86,mbsf,66.124,GTS 2012,-0.084,Benthic,Anomalinoides acuta,,12.3,2.2
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-2,136-138",452.96,mbsf,66.13,GTS 2012,-0.09,Benthic,Anomalinoides acuta,,12.3,2.2
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-2,146-148",453.06,mbsf,66.138,GTS 2012,-0.098,Benthic,Anomalinoides acuta,,11.8,1.7
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,0-2",453.1,mbsf,66.141,GTS 2012,-0.101,Benthic,Anomalinoides acuta,,12.3,2.2
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,10-12",453.2,mbsf,66.148,GTS 2012,-0.108,Benthic,Anomalinoides acuta,,12.8,2.7
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,21-23",453.31,mbsf,66.156,GTS 2012,-0.116,Benthic,Anomalinoides acuta,,12.3,2.2
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,30-32",453.4,mbsf,66.162,GTS 2012,-0.122,Benthic,Anomalinoides acuta,,12.5,2.3
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,38-40",453.48,mbsf,66.169,GTS 2012,-0.129,Benthic,Anomalinoides acuta,,12.8,2.7
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,48-50",453.58,mbsf,66.176,GTS 2012,-0.136,Benthic,Anomalinoides acuta,,11.9,1.8
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,51-53",453.61,mbsf,66.177,GTS 2012,-0.137,Benthic,Anomalinoides acuta,,12.1,2
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,58-60",453.68,mbsf,66.184,GTS 2012,-0.144,Benthic,Anomalinoides acuta,,12.1,2
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,65-67",453.75,mbsf,66.187,GTS 2012,-0.147,Benthic,Anomalinoides acuta,,13.2,3.1
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,75-77",453.85,mbsf,66.195,GTS 2012,-0.155,Benthic,Anomalinoides acuta,,12.9,2.7
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,85-87",453.95,mbsf,66.202,GTS 2012,-0.162,Benthic,Anomalinoides acuta,,13,2.9
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,95-97",454.05,mbsf,66.21,GTS 2012,-0.17,Benthic,Anomalinoides acuta,,13,2.9
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,100-102",454.1,mbsf,66.214,GTS 2012,-0.174,Benthic,Anomalinoides acuta,,13.1,3
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,104-106",454.14,mbsf,66.215,GTS 2012,-0.175,Benthic,Anomalinoides acuta,,12.7,2.6
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,114-116",454.24,mbsf,66.223,GTS 2012,-0.183,Benthic,Anomalinoides acuta,,13.1,3
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,124-126",454.34,mbsf,66.23,GTS 2012,-0.19,Benthic,Anomalinoides acuta,,12.9,2.8
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,131-133",454.41,mbsf,66.235,GTS 2012,-0.195,Benthic,Anomalinoides acuta,,13.2,3.1
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,138-140",454.48,mbsf,66.24,GTS 2012,-0.2,Benthic,Anomalinoides acuta,,12.8,2.7
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-4,0-2",454.6,mbsf,66.249,GTS 2012,-0.209,Benthic,Anomalinoides acuta,,12.5,2.4
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-4,10-12",454.7,mbsf,66.256,GTS 2012,-0.216,Benthic,Anomalinoides acuta,,12.8,2.7
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-4,20-22",454.8,mbsf,66.264,GTS 2012,-0.224,Benthic,Anomalinoides acuta,,12.7,2.6
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-4,30-32",454.9,mbsf,66.271,GTS 2012,-0.231,Benthic,Anomalinoides acuta,,12.2,2.1
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-4,40-42",455,mbsf,66.277,GTS 2012,-0.237,Benthic,Anomalinoides acuta,,12.2,2.1
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-4,50-52",455.1,mbsf,66.286,GTS 2012,-0.246,Benthic,Anomalinoides acuta,,12.2,2.1
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-4,60-62",455.2,mbsf,66.292,GTS 2012,-0.252,Benthic,Anomalinoides acuta,,12.5,2.4
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-4,70-72",455.3,mbsf,66.299,GTS 2012,-0.259,Benthic,Anomalinoides acuta,,12.1,2
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-4,80-82",455.4,mbsf,66.307,GTS 2012,-0.267,Benthic,Anomalinoides acuta,,12.1,2
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-4,90-92",455.5,mbsf,66.313,GTS 2012,-0.273,Benthic,Anomalinoides acuta,,11.9,1.8
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-4,100-102",455.6,mbsf,66.321,GTS 2012,-0.281,Benthic,Anomalinoides acuta,,11.8,1.6
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-4,110-112",455.7,mbsf,66.328,GTS 2012,-0.288,Benthic,Anomalinoides acuta,,10.6,0.5
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-4,121-123",455.81,mbsf,66.336,GTS 2012,-0.296,Benthic,Anomalinoides acuta,,10.9,0.8
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-4,132-134",455.92,mbsf,66.344,GTS 2012,-0.304,Benthic,Anomalinoides acuta,,11,0.9
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-4,141-143",456.01,mbsf,66.35,GTS 2012,-0.31,Benthic,Anomalinoides acuta,,10.5,0.4
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,4-6",456.14,mbsf,66.359,GTS 2012,-0.319,Benthic,Anomalinoides acuta,,10.4,0.3
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,11-13",456.21,mbsf,66.365,GTS 2012,-0.325,Benthic,Anomalinoides acuta,,10,-0.1
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,20-22",456.3,mbsf,66.372,GTS 2012,-0.332,Benthic,Anomalinoides acuta,,10.2,0.1
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,30-32",456.4,mbsf,66.379,GTS 2012,-0.339,Benthic,Anomalinoides acuta,,9.9,-0.2
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,40-42",456.5,mbsf,66.386,GTS 2012,-0.346,Benthic,Anomalinoides acuta,,10.1,0
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,50-52",456.6,mbsf,66.392,GTS 2012,-0.352,Benthic,Anomalinoides acuta,,9.9,-0.2
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,56-58",456.66,mbsf,66.399,GTS 2012,-0.359,Benthic,Anomalinoides acuta,,9.5,-0.6
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,60-62",456.7,mbsf,66.4,GTS 2012,-0.36,Benthic,Anomalinoides acuta,,10,-0.1
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,70-72",456.8,mbsf,66.407,GTS 2012,-0.367,Benthic,Anomalinoides acuta,,10.2,0
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,80-82",456.9,mbsf,66.414,GTS 2012,-0.374,Benthic,Anomalinoides acuta,,10.1,0
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,90-92",457,mbsf,66.42,GTS 2012,-0.38,Benthic,Anomalinoides acuta,,9.5,-0.6
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,100-102",457.1,mbsf,66.428,GTS 2012,-0.388,Benthic,Anomalinoides acuta,,9.8,-0.3
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,110-112",457.2,mbsf,66.434,GTS 2012,-0.394,Benthic,Anomalinoides acuta,,10.3,0.2
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,120-122",457.3,mbsf,66.442,GTS 2012,-0.402,Benthic,Anomalinoides acuta,,10.3,0.2
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,130-132",457.4,mbsf,66.449,GTS 2012,-0.409,Benthic,Anomalinoides acuta,,9.9,-0.2
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,140-142",457.5,mbsf,66.452,GTS 2012,-0.412,Benthic,Anomalinoides acuta,,9.6,-0.5
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,148-150",457.58,mbsf,66.46,GTS 2012,-0.42,Benthic,Anomalinoides acuta,,9.9,-0.2
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-6,8-10",457.68,mbsf,66.467,GTS 2012,-0.427,Benthic,Anomalinoides acuta,,10.6,0.5
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40CC,0-2",457.7,mbsf,66.467,GTS 2012,-0.427,Benthic,Anomalinoides acuta,,10.7,0.6
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40CC,10-12",457.8,mbsf,66.474,GTS 2012,-0.434,Benthic,Anomalinoides acuta,,10.1,-0.1
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40CC,17-19",457.87,mbsf,66.482,GTS 2012,-0.442,Benthic,Anomalinoides acuta,,10.3,0.2
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40CC,28-30",457.98,mbsf,66.488,GTS 2012,-0.448,Benthic,Anomalinoides acuta,,9.9,-0.2
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-2,20-22",451.8,mbsf,66.0465,GTS 2012,-0.0065,Planktonic,Rugoglobigerina rugosa,,14.15,0
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-2,29-31",451.89,mbsf,66.0529,GTS 2012,-0.0129,Planktonic,Rugoglobigerina rugosa,,14.24,0.09
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-2,38-40",451.98,mbsf,66.0594,GTS 2012,-0.0194,Planktonic,Rugoglobigerina rugosa,,13.95,-0.2
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-2,47-49",452.07,mbsf,66.0659,GTS 2012,-0.0259,Planktonic,Rugoglobigerina rugosa,,14.04,-0.11
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-2,48-50",452.08,mbsf,66.0666,GTS 2012,-0.0266,Planktonic,Rugoglobigerina rugosa,,13.34,-0.82
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-2,56-58",452.16,mbsf,66.0723,GTS 2012,-0.0323,Planktonic,Rugoglobigerina rugosa,,14.47,0.32
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-2,66-68",452.26,mbsf,66.0795,GTS 2012,-0.0395,Planktonic,Rugoglobigerina rugosa,,14.04,-0.11
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-2,76-78",452.36,mbsf,66.0867,GTS 2012,-0.0467,Planktonic,Rugoglobigerina rugosa,,14.97,0.82
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-2,87-89",452.47,mbsf,66.0946,GTS 2012,-0.0546,Planktonic,Rugoglobigerina rugosa,,14.97,0.82
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-2,95-97",452.55,mbsf,66.1004,GTS 2012,-0.0604,Planktonic,Rugoglobigerina rugosa,,14.97,0.82
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-2,102-104",452.62,mbsf,66.1054,GTS 2012,-0.0654,Planktonic,Rugoglobigerina rugosa,,13.34,-0.82
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-2,104-106",452.64,mbsf,66.1069,GTS 2012,-0.0669,Planktonic,Rugoglobigerina rugosa,,15.47,1.32
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-2,115-117",452.75,mbsf,66.1148,GTS 2012,-0.0748,Planktonic,Rugoglobigerina rugosa,,14.24,0.09
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-2,126-128",452.86,mbsf,66.1227,GTS 2012,-0.0827,Planktonic,Rugoglobigerina rugosa,,13.65,-0.51
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-2,136-138",452.96,mbsf,66.1299,GTS 2012,-0.0899,Planktonic,Rugoglobigerina rugosa,,14.97,0.82
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-2,146-148",453.06,mbsf,66.137,GTS 2012,-0.097,Planktonic,Rugoglobigerina rugosa,,14.24,0.08
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,0-2",453.1,mbsf,66.1399,GTS 2012,-0.0999,Planktonic,Rugoglobigerina rugosa,,15.48,1.33
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,10-12",453.2,mbsf,66.1471,GTS 2012,-0.1071,Planktonic,Rugoglobigerina rugosa,,14.05,-0.11
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,21-23",453.31,mbsf,66.155,GTS 2012,-0.115,Planktonic,Rugoglobigerina rugosa,,16.9,2.74
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,30-32",453.4,mbsf,66.1615,GTS 2012,-0.1215,Planktonic,Rugoglobigerina rugosa,,14.34,0.18
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,38-40",453.48,mbsf,66.1672,GTS 2012,-0.1272,Planktonic,Rugoglobigerina rugosa,,14.65,0.49
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,48-50",453.58,mbsf,66.1744,GTS 2012,-0.1344,Planktonic,Rugoglobigerina rugosa,,15.07,0.92
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,51-53",453.61,mbsf,66.1766,GTS 2012,-0.1366,Planktonic,Rugoglobigerina rugosa,,13.84,-0.31
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,58-60",453.68,mbsf,66.1816,GTS 2012,-0.1416,Planktonic,Rugoglobigerina rugosa,,15.24,1.09
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,65-67",453.75,mbsf,66.1867,GTS 2012,-0.1467,Planktonic,Rugoglobigerina rugosa,,15.56,1.41
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,75-77",453.85,mbsf,66.1938,GTS 2012,-0.1538,Planktonic,Rugoglobigerina rugosa,,15.46,1.31
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,85-87",453.95,mbsf,66.201,GTS 2012,-0.161,Planktonic,Rugoglobigerina rugosa,,15.56,1.41
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,95-97",454.05,mbsf,66.2082,GTS 2012,-0.1682,Planktonic,Rugoglobigerina rugosa,,15.67,1.52
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,100-102",454.1,mbsf,66.2118,GTS 2012,-0.1718,Planktonic,Rugoglobigerina rugosa,,15.25,1.09
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,104-106",454.14,mbsf,66.2147,GTS 2012,-0.1747,Planktonic,Rugoglobigerina rugosa,,15.25,1.09
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,114-116",454.24,mbsf,66.2219,GTS 2012,-0.1819,Planktonic,Rugoglobigerina rugosa,,15.76,1.61
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,124-126",454.34,mbsf,66.2291,GTS 2012,-0.1891,Planktonic,Rugoglobigerina rugosa,,16.58,2.43
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,131-133",454.41,mbsf,66.2341,GTS 2012,-0.1941,Planktonic,Rugoglobigerina rugosa,,15.87,1.72
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-3,138-140",454.48,mbsf,66.2391,GTS 2012,-0.1991,Planktonic,Rugoglobigerina rugosa,,14.74,0.59
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-4,0-2",454.6,mbsf,66.2478,GTS 2012,-0.2078,Planktonic,Rugoglobigerina rugosa,,14.86,0.71
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-4,10-12",454.7,mbsf,66.2549,GTS 2012,-0.2149,Planktonic,Rugoglobigerina rugosa,,15.55,1.39
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-4,20-22",454.8,mbsf,66.2621,GTS 2012,-0.2221,Planktonic,Rugoglobigerina rugosa,,15.05,0.9
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-4,30-32",454.9,mbsf,66.2693,GTS 2012,-0.2293,Planktonic,Rugoglobigerina rugosa,,14.92,0.77
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-4,40-42",455,mbsf,66.2765,GTS 2012,-0.2365,Planktonic,Rugoglobigerina rugosa,,14.64,0.49
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-4,50-52",455.1,mbsf,66.2837,GTS 2012,-0.2437,Planktonic,Rugoglobigerina rugosa,,14.66,0.51
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-4,60-62",455.2,mbsf,66.2909,GTS 2012,-0.2509,Planktonic,Rugoglobigerina rugosa,,15.46,1.31
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-4,70-72",455.3,mbsf,66.2981,GTS 2012,-0.2581,Planktonic,Rugoglobigerina rugosa,,14.44,0.28
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-4,80-82",455.4,mbsf,66.3053,GTS 2012,-0.2653,Planktonic,Rugoglobigerina rugosa,,15.34,1.19
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-4,90-92",455.5,mbsf,66.3125,GTS 2012,-0.2725,Planktonic,Rugoglobigerina rugosa,,15.74,1.59
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-4,100-102",455.6,mbsf,66.3196,GTS 2012,-0.2796,Planktonic,Rugoglobigerina rugosa,,16.14,1.99
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-4,110-112",455.7,mbsf,66.3268,GTS 2012,-0.2868,Planktonic,Rugoglobigerina rugosa,,14.96,0.8
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-4,121-123",455.81,mbsf,66.3347,GTS 2012,-0.2947,Planktonic,Rugoglobigerina rugosa,,17.09,2.93
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-4,132-134",455.92,mbsf,66.3426,GTS 2012,-0.3026,Planktonic,Rugoglobigerina rugosa,,15.24,1.08
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-4,141-143",456.01,mbsf,66.3491,GTS 2012,-0.3091,Planktonic,Rugoglobigerina rugosa,,14.63,0.48
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,4-6",456.14,mbsf,66.3585,GTS 2012,-0.3185,Planktonic,Rugoglobigerina rugosa,,15.04,0.88
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,11-13",456.21,mbsf,66.3635,GTS 2012,-0.3235,Planktonic,Rugoglobigerina rugosa,,14.83,0.68
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,20-22",456.3,mbsf,66.37,GTS 2012,-0.33,Planktonic,Rugoglobigerina rugosa,,15.16,1
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,30-32",456.4,mbsf,66.3772,GTS 2012,-0.3372,Planktonic,Rugoglobigerina rugosa,,14.65,0.5
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,40-42",456.5,mbsf,66.3843,GTS 2012,-0.3443,Planktonic,Rugoglobigerina rugosa,,15.66,1.5
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,50-52",456.6,mbsf,66.3915,GTS 2012,-0.3515,Planktonic,Rugoglobigerina rugosa,,15.13,0.98
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,56-58",456.66,mbsf,66.3958,GTS 2012,-0.3558,Planktonic,Rugoglobigerina rugosa,,15.46,1.3
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,60-62",456.7,mbsf,66.399,GTS 2012,-0.359,Planktonic,Rugoglobigerina rugosa,,15.21,1.06
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,70-72",456.8,mbsf,66.4087,GTS 2012,-0.3687,Planktonic,Rugoglobigerina rugosa,,15.35,1.2
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,80-82",456.9,mbsf,66.4185,GTS 2012,-0.3785,Planktonic,Rugoglobigerina rugosa,,14.83,0.68
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,90-92",457,mbsf,66.4282,GTS 2012,-0.3882,Planktonic,Rugoglobigerina rugosa,,14.71,0.56
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,100-102",457.1,mbsf,66.4379,GTS 2012,-0.3979,Planktonic,Rugoglobigerina rugosa,,13.69,-0.47
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,110-112",457.2,mbsf,66.4477,GTS 2012,-0.4077,Planktonic,Rugoglobigerina rugosa,,14.95,0.8
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,120-122",457.3,mbsf,66.4574,GTS 2012,-0.4174,Planktonic,Rugoglobigerina rugosa,,14.83,0.68
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,130-132",457.4,mbsf,66.4672,GTS 2012,-0.4272,Planktonic,Rugoglobigerina rugosa,,14.63,0.48
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,140-142",457.5,mbsf,66.4769,GTS 2012,-0.4369,Planktonic,Rugoglobigerina rugosa,,14.31,0.15
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-5,148-150",457.58,mbsf,66.4847,GTS 2012,-0.4447,Planktonic,Rugoglobigerina rugosa,,14.91,0.76
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40-6,8-10",457.68,mbsf,66.4944,GTS 2012,-0.4544,Planktonic,Rugoglobigerina rugosa,,15.35,1.2
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40CC,0-2",457.7,mbsf,66.4964,GTS 2012,-0.4564,Planktonic,Rugoglobigerina rugosa,,14.71,0.55
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40CC,10-12",457.8,mbsf,66.5061,GTS 2012,-0.4661,Planktonic,Rugoglobigerina rugosa,,14.63,0.47
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40CC,17-19",457.87,mbsf,66.5129,GTS 2012,-0.4729,Planktonic,Rugoglobigerina rugosa,,15.35,1.2
d18O_foram,Li and Keller (1998),DSDP 525,"74-525A-40CC,28-30",457.98,mbsf,66.5236,GTS 2012,-0.4836,Planktonic,Rugoglobigerina rugosa,,15.19,1.03
d18O_foram,,,,,,,,,,,,,
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-22H-3,65-66",214.30499,mcd,65.5139,D.-T. et al. 2014,0.5091,Benthic,Nuttallides truempyi,-0.07,10.37,1.81
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-22H-3,68-69",214.33501,mcd,65.5199,D.-T. et al. 2014,0.5031,Benthic,Nuttallides truempyi,0.04,9.88,1.33
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-22H-3,71-72",214.36501,mcd,65.526,D.-T. et al. 2014,0.4971,Benthic,Nuttallides truempyi,0.03,9.93,1.37
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-22H-3,76-77",214.41499,mcd,65.5349,D.-T. et al. 2014,0.4872,Benthic,Nuttallides truempyi,0.04,9.88,1.33
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-22H-3,77-78",214.425,mcd,65.5367,D.-T. et al. 2014,0.4853,Benthic,Nuttallides truempyi,0.07,9.75,1.19
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-1,0-1",214.44356,mcd,65.54,D.-T. et al. 2014,0.482,Benthic,Nuttallides truempyi,-0.01,10.1,1.55
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-1,1-2",214.45355,mcd,65.5417,D.-T. et al. 2014,0.4802,Benthic,Nuttallides truempyi,-0.11,10.55,1.99
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-22H-3,80-81",214.455,mcd,65.542,D.-T. et al. 2014,0.4799,Benthic,Nuttallides truempyi,0.06,9.79,1.24
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-1,2-3",214.46356,mcd,65.5435,D.-T. et al. 2014,0.4784,Benthic,Nuttallides truempyi,-0.1,10.5,1.95
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-1,4-5",214.48357,mcd,65.547,D.-T. et al. 2014,0.4748,Benthic,Nuttallides truempyi,-0.04,10.24,1.68
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-22H-3,83-84",214.485,mcd,65.5473,D.-T. et al. 2014,0.4746,Benthic,Nuttallides truempyi,-0.01,10.1,1.55
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-1,5-6",214.49356,mcd,65.5488,D.-T. et al. 2014,0.4731,Benthic,Nuttallides truempyi,0.03,9.93,1.37
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-22H-3,86-87",214.515,mcd,65.5525,D.-T. et al. 2014,0.4692,Benthic,Nuttallides truempyi,0.06,9.79,1.24
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-1,8-9",214.52356,mcd,65.5541,D.-T. et al. 2014,0.4677,Benthic,Nuttallides truempyi,0.08,9.7,1.15
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-1,11-12",214.56551,mcd,65.5614,D.-T. et al. 2014,0.4602,Benthic,Nuttallides truempyi,0.08,9.7,1.15
