family,genus,mobility,substrate,feeding,fixation,functional_reference,FGnum,min,org,base_op_s,base,base_mid,top_op_s,top,top_mid,op_base,op_base_mid,op_top_mid,op_top,gen_laztax,age,gen.surv,known_fossil_record
Buchiidae,Buchia,immobile,epifaunal,suspension,byssate,"Fürsich 1982:53 as ""presence of a distinct subauricular notch indicates that the species was byssate; nests of B. mosquensis found in near life position on ammonites suggest that the species lived in epifaunal clusters, with the umbo directed down¬ wards and the animals resting on the antcrodorsal margin and anterior side of the left umbo. Trophic group: medium level suspension-feeder.""; Muster 1995",8,3,2.5,Oxfordian_upper,159.7,158.5,Maastrichtian,66,69.1,159.7,158.5,69.1,66,FALSE,Maas,V,yes
Radiolitidae,Glabrobournonia,immobile,epifaunal,photosymbiotic,unattached,"recumbent - Smith et al. 1995:104; Özer 2024:22 as a lateral clinger, sim. to Plagioptychus",10,1.5,2.5,Campanian_upper,75.93,74.015,Maastrichtian_upper,66,67.5,75.93,74.015,67.5,66,FALSE,Maas,V,yes
Cardiidae,Acanthocardia,mobile,shallow_infaunal_siphonate,suspension,unattached,Savazzi 1982; in sands and muds in Huber 2015,3,NA,NA,Rupelian,33.9,31,Recent,0,0,33.9,31,0,0,FALSE,Rec,R,yes
Cardiidae,Acrosterigma,mobile,shallow_infaunal_siphonate,suspension,unattached,Huber 2015 in infaunal habitats; NMITA,3,NA,NA,Rupelian_lower,33.9,32.45,Recent,0,0,33.9,32.45,0,0,FALSE,Rec,R,yes
Cardiidae,Afrocardium,mobile,epifaunal,suspension,byssate,"epibyssate nestling acc to ter Poorten 2009, 2012, additional detail in ter Poorten iconography; Huber 2015 epifaunal nestler, byssally attached; taken to be epifaunal bc not nestling per our scheme",4,NA,NA,Lutetian_upper,44.5,42.85,Recent,0,0,44.5,42.85,0,0,FALSE,Rec,R,yes
Cardiidae,Americardia,mobile,shallow_infaunal_siphonate,suspension,unattached,NMITA,3,NA,NA,Rupelian,33.9,31,Recent,0,0,33.9,31,0,0,FALSE,Rec,R,yes
Cardiidae,Apiocardia,mobile,shallow_infaunal_siphonate,suspension,unattached,"in NMITA as epifaunal, citing Vokes 1989, but no mention of ecology in that source; as shallow-infaunal for parent genus Trigoniocardia in Leonard-Pingel & Jackson 2013: Appendix 1, as ""shallowly buried/infaunal"" in Kirkendale thesis (2005:69, Tab 3-3); using shallow-infaunal on the balance of evidence.",3,NA,NA,Piacenzian,3.6,3.095,Recent,0,0,3.6,3.095,0,0,FALSE,Rec,R,yes
Cardiidae,Austrocardium,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,1,2.75,Santonian_upper,85,84.3,Maastrichtian,66,69.1,85,84.3,69.1,66,FALSE,Maas,V,yes
Cardiidae,Brevicardium,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,1,2.75,Campanian_middle,79.77,77.85,Maastrichtian_upper,66,67.5,79.77,77.85,67.5,66,FALSE,Maas,V,yes
Cardiidae,Bucardium,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,NA,NA,Aquitanian,23.03,21.735,Recent,0,0,23.03,21.735,0,0,FALSE,Rec,R,yes
Cardiidae,Cardium,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,NA,NA,Pliocene,5.33,3.96,Recent,0,0,5.33,3.96,0,0,FALSE,Rec,R,yes
Cardiidae,Cerastoderma,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,NA,NA,Rupelian_lower,33.9,32.45,Recent,0,0,33.9,32.45,0,0,FALSE,Rec,R,yes
Cardiidae,Chametrachea,immobile,epifaunal,photosymbiotic,byssate,"C. rosewateri – image of live specimen in Tan et al. 2022 Fig. 1 suggests semi-infaunal lifestyle in coarse sands. Description of species in Sirenko & Scarlato 1991 notes shell valves often encrusted with sponges, annelids, corals, vemetids, bivalves, coralline algae and others. Also describe large byssal gape; C. squamosa – could be semi-infaunal, at least partially, per image in Tan et al. 2022 Fig. 1, no description of boring behaviour for this taxon in the literature; C. squamosina -- image of live specimen in Tan et al. 2022 Fig. 1 suggests semi-infaunal lifestyle in coarse sands.",41,NA,NA,Tortonian-Messinian,11.63,8.48,Recent,0,0,11.63,8.48,0,0,FALSE,Rec,R,yes
Cardiidae,Chametrachea,immobile,borer,photosymbiotic,byssate,"C. noae boring acc. to Su et al. 2014: ""attached by a byssus and bore into coral, living in littoral and shallow waters to a depth of 20m""; Hill et al. 2018 for T. crocea (=Chametrachea per Tan et al. 2022 molec. phylo, followed by ter Poorten iconography) as chemical borer into corals via very large byssal gape, do not mention byssal attachment in fully bored, adult state; C. elongatissima – boring acc. to Tan et al. 2022 per Rosewater 1965, Fauvelot et al. 2020; C. maxima – boring acc. to Tan et al. 2022 per Rosewater 1965, Fauvelot et al. 2020",45,NA,NA,Tortonian-Messinian,11.63,8.48,Recent,0,0,11.63,8.48,0,0,FALSE,Rec,R,yes
Cardiidae,Ciliatocardium,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,NA,NA,Lutetian-Bartonian,47.8,42.8,Recent,0,0,47.8,42.8,0,0,FALSE,Rec,R,yes
Cardiidae,Clinocardium,mobile,shallow_infaunal_siphonate,suspension,unattached,"Hartman & Prat 1976 observe endosymbiotic algae in tissues of Clinocardium, also noted in Jones & Jacobs 1992 as moving from an infaunal juvenile stage to a semi-infaunal and even epifaunal lifestyle, with increasing concentrations of the endosymbiotic algae towards epifaunal lifestyles. Vermeij 2013:502 includes genus in group of photosymbiotic bivalves, but says without reference or reason that questions remain about the role of these algae in the lifestyle. Keeping as suspension feeding for now.",3,NA,NA,Lutetian_upper,44.5,42.85,Recent,0,0,44.5,42.85,0,0,FALSE,Rec,R,yes
Cardiidae,Corculum,mobile,semi-infaunal,photosymbiotic,unattached,photosymbionts; reef-associated; Kirkendale 2009,43,NA,NA,Pliocene,5.33,3.96,Recent,0,0,5.33,3.96,0,0,FALSE,Rec,R,yes
Cardiidae,Ctenocardia,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,NA,NA,Tortonian-Messinian,11.63,8.48,Recent,0,0,11.63,8.48,0,0,FALSE,Rec,R,yes
Cardiidae,Dallocardia,mobile,shallow_infaunal_siphonate,suspension,unattached,NMITA,3,NA,NA,Burdigalian,20.44,18.205,Recent,0,0,20.44,18.205,0,0,FALSE,Rec,R,yes
Cardiidae,Dinocardium,mobile,shallow_infaunal_siphonate,suspension,unattached,NMITA,3,NA,NA,Lutetian,47.8,44.5,Recent,0,0,47.8,44.5,0,0,FALSE,Rec,R,yes
Cardiidae,Discors,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,NA,NA,Ypresian_upper,51.9,49.85,Recent,0,0,51.9,49.85,0,0,FALSE,Rec,R,yes
Cardiidae,Dochmocardia,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,1,2.75,Aptian_upper,123,118,Maastrichtian_upper,66,67.5,123,118,67.5,66,FALSE,Maas,V,yes
Cardiidae,Ethmocardium,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,1,2.75,Campanian_lower,83.6,81.685,Maastrichtian,66,69.1,83.6,81.685,69.1,66,FALSE,Maas,V,yes
Cardiidae,Europicardium,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,NA,NA,Rupelian,33.9,31,Recent,0,0,33.9,31,0,0,FALSE,Rec,R,yes
Cardiidae,Fragum,mobile,semi-infaunal,photosymbiotic,unattached,photosymbionts; reef-associated; Kirkendale 2009,43,NA,NA,Lutetian,47.8,44.5,Recent,0,0,47.8,44.5,0,0,FALSE,Rec,R,yes
Cardiidae,Freneixicardia,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,NA,NA,Lutetian_upper,44.5,42.85,Recent,0,0,44.5,42.85,0,0,FALSE,Rec,R,yes
Cardiidae,Frigidocardium,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,NA,NA,Serravallian,13.82,12.725,Recent,0,0,13.82,12.725,0,0,FALSE,Rec,R,yes
Cardiidae,Fulvia,mobile,shallow_infaunal_siphonate,suspension,unattached,Carpenter & De Angelis 2016:785,3,NA,NA,Rupelian,33.9,31,Recent,0,0,33.9,31,0,0,FALSE,Rec,R,yes
Cardiidae,Goethemia,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,NA,NA,Piacenzian,3.6,3.095,Recent,0,0,3.6,3.095,0,0,FALSE,Rec,R,yes
Cardiidae,Granocardium,mobile,shallow_infaunal_siphonate,suspension,unattached,Jablonski & Bottjer 1983,3,1,2.75,Aptian,126.3,119.65,Maastrichtian_upper,66,67.5,126.3,119.65,67.5,66,FALSE,Maas,V,yes
Cardiidae,Hippopus,immobile,semi-infaunal,photosymbiotic,unattached,"Live photo of semi-infaunal to epifaunal position in Tan et al. 2022. Small byssal gape in juveniles, but not in adults (Rosewater 1965), and notes that valves often encrusted by vermitids and other organisms, noted zoozanthellae in mantle",2,NA,NA,Aquitanian,23.03,21.735,Recent,0,0,23.03,21.735,0,0,FALSE,Rec,R,yes
Cardiidae,Incacardium,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,1,2.5,Campanian_upper,75.93,74.015,Ypresian_upper,47.8,49.9,75.93,74.015,49.9,47.8,FALSE,Maas,S,yes
Cardiidae,Integricardium,mobile,shallow_infaunal_siphonate,suspension,unattached,"treated as a standard cardiid (including inferring siphons!) by Kondo et al 2006, referred to as very similar to Laevicardium by Adsera & Calzada 2014 [KSC]",3,1,2.75,Bajocian,170.3,169.3,Maastrichtian_upper,66,67.5,170.3,169.3,67.5,66,FALSE,Maas,V,yes
Cardiidae,Keenaea,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,NA,NA,Rupelian,33.9,31,Recent,0,0,33.9,31,0,0,FALSE,Rec,R,yes
Cardiidae,Keenocardium,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,NA,NA,Rupelian,33.9,31,Recent,0,0,33.9,31,0,0,FALSE,Rec,R,yes
Cardiidae,Laevicardium,mobile,shallow_infaunal_siphonate,suspension,unattached,"NMITA; L. mortoni ""able to swim"" says Huber 2015, swimming observed in L. laevigatum",3,NA,NA,Bartonian,41.2,39.5,Recent,0,0,41.2,39.5,0,0,FALSE,Rec,R,yes
Cardiidae,Lahillia,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,1,3,Campanian_lower,83.6,81.685,Langhian_lower,14.9,15.4,83.6,81.685,15.4,14.9,FALSE,Maas,S,yes
Cardiidae,Leptocardia,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,1,2.75,Albian,113,106.75,Maastrichtian,66,69.1,113,106.75,69.1,66,FALSE,Maas,V,yes
Cardiidae,Lophocardium,mobile,shallow_infaunal_siphonate,suspension,unattached,NMITA,3,NA,NA,Priabonian,37.8,35.85,Recent,0,0,37.8,35.85,0,0,FALSE,Rec,R,yes
Cardiidae,Lunulicardia,mobile,semi-infaunal,photosymbiotic,unattached,photosymbionts; reef-associated; Kirkendale 2009,43,NA,NA,Pliocene,5.33,3.96,Recent,0,0,5.33,3.96,0,0,FALSE,Rec,R,yes
Cardiidae,Lyrocardium,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,NA,NA,Bartonian_lower,41.2,40.35,Recent,0,0,41.2,40.35,0,0,FALSE,Rec,R,yes
Cardiidae,Maoricardium,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,NA,NA,Chattian_lower,28.1,26.835,Recent,0,0,28.1,26.835,0,0,FALSE,Rec,R,yes
Cardiidae,Mexicardia,mobile,shallow_infaunal_siphonate,suspension,unattached,NMITA,3,NA,NA,Tortonian,11.63,9.44,Recent,0,0,11.63,9.44,0,0,FALSE,Rec,R,yes
Cardiidae,Microcardium,mobile,shallow_infaunal_siphonate,suspension,unattached,NMITA,3,NA,NA,Burdigalian_upper,18.21,17.09,Recent,0,0,18.21,17.09,0,0,FALSE,Rec,R,yes
Cardiidae,Microfragum,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,NA,NA,Zanclean,5.33,4.465,Recent,0,0,5.33,4.465,0,0,FALSE,Rec,R,yes
Cardiidae,Nemocardium,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,1,2.5,Aptian_lower,126.3,124.65,Recent,0,0,126.3,124.65,0,0,FALSE,both,S,yes
Cardiidae,Onestia,mobile,shallow_infaunal_siphonate,suspension,unattached,similar to and probable ancestor of Lahillia per Day 1978 - have given same functions [KSC],3,1,2.75,Aptian_lower,126.3,124.65,Maastrichtian_upper,66,67.5,126.3,124.65,67.5,66,FALSE,Maas,V,yes
Cardiidae,Pachycardium,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,1,2.75,Albian,113,106.75,Maastrichtian_upper,66,67.5,113,106.75,67.5,66,FALSE,Maas,V,yes
Cardiidae,Papillicardium,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,NA,NA,Rupelian_lower,33.9,32.45,Recent,0,0,33.9,32.45,0,0,FALSE,Rec,R,yes
Cardiidae,Papyridea,mobile,shallow_infaunal_siphonate,suspension,unattached,NMITA,3,NA,NA,Burdigalian,20.44,18.205,Recent,0,0,20.44,18.205,0,0,FALSE,Rec,R,yes
Cardiidae,Parvicardium,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,NA,NA,Ypresian_upper,51.9,49.85,Recent,0,0,51.9,49.85,0,0,FALSE,Rec,R,yes
Cardiidae,Persikima,immobile,epifaunal,photosymbiotic,byssate,"Harzhauser et al. 2008 put T. deras (=P. deras per Tan et al. 2022 molec. phylo, followed by ter Poorten iconography) in the clade united by “wide byssal gape.” Rosewater 1965 says that in P. derasa, two preserved adults don’t show a byssus, but as noted in the caption to Pl. 281, the 138mm holotype has a small but discernable byssal gape.",41,NA,NA,Tortonian_lower,11.63,10.535,Recent,0,0,11.63,10.535,0,0,FALSE,Rec,R,yes
Cardiidae,Perucardia,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,1,2.75,Campanian_upper,75.93,74.015,Maastrichtian,66,69.1,75.93,74.015,69.1,66,FALSE,Maas,V,yes
Cardiidae,Phlogocardia,mobile,shallow_infaunal_siphonate,suspension,unattached,NMITA,3,NA,NA,Tortonian,11.63,9.44,Recent,0,0,11.63,9.44,0,0,FALSE,Rec,R,yes
Cardiidae,Pleuriocardia,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,1,2.5,Valanginian,139.4,136.65,Maastrichtian_upper,66,67.5,139.4,136.65,67.5,66,FALSE,Maas,V,yes
Cardiidae,Pratulum,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,NA,NA,Bartonian_upper,39.5,38.65,Recent,0,0,39.5,38.65,0,0,FALSE,Rec,R,yes
Cardiidae,Procardium,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,NA,NA,Aquitanian,23.03,21.735,Recent,0,0,23.03,21.735,0,0,FALSE,Rec,R,yes
Cardiidae,Profragum,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,1,2.5,Cenomanian_lower,100.5,99.4,Maastrichtian,66,69.1,100.5,99.4,69.1,66,FALSE,Maas,V,yes
Cardiidae,Protocardia,mobile,shallow_infaunal_siphonate,suspension,unattached,Rhoads et al. 1972,3,1,3,Norian,228.4,218.95,Maastrichtian_lower,69.1,70.6,228.4,218.95,70.6,69.1,FALSE,Maas,V,yes
Cardiidae,Pseudofulvia,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,NA,NA,Burdigalian_lower,20.44,19.325,Recent,0,0,20.44,19.325,0,0,FALSE,Rec,R,yes
Cardiidae,Serripes,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,NA,NA,Rupelian,33.9,31,Recent,0,0,33.9,31,0,0,FALSE,Rec,R,yes
Cardiidae,Trachycardium,mobile,shallow_infaunal_siphonate,suspension,unattached,NMITA,3,NA,NA,Langhian,15.97,14.895,Recent,0,0,15.97,14.895,0,0,FALSE,Rec,R,yes
Cardiidae,Tridacna,immobile,epifaunal,photosymbiotic,byssate,"Zhongyan 2004, also burrow in sand or embed in coral",41,NA,NA,Langhian,15.97,14.895,Recent,0,0,15.97,14.895,0,0,FALSE,Rec,R,yes
Cardiidae,Trigoniocardia,mobile,shallow_infaunal_siphonate,suspension,unattached,"in NMITA as epifaunal, citing Vokes 1989, but no mention of ecology in that source; as shallow-infaunal for parent genus Trigoniocardia in Leonard-Pingel & Jackson 2013: Appendix 1, as ""shallowly buried/infaunal"" in Kirkendale thesis (2005:69, Tab 3-3); using shallow-infaunal on the balance of evidence.",3,NA,NA,Priabonian,37.8,35.85,Recent,0,0,37.8,35.85,0,0,FALSE,Rec,R,yes
Cardiidae,Vasticardium,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,NA,NA,Bartonian,41.2,39.5,Recent,0,0,41.2,39.5,0,0,FALSE,Rec,R,yes
Cardiidae,Vepricardium,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,NA,NA,Aquitanian-Burdigalian,23.03,19.5,Recent,0,0,23.03,19.5,0,0,FALSE,Rec,R,yes
Cardiidae,Yagudinella,mobile,shallow_infaunal_siphonate,suspension,unattached,for Cardiidae,3,NA,NA,Serravallian,13.82,12.725,Recent,0,0,13.82,12.725,0,0,FALSE,Rec,R,yes
Carditidae,Akardita,mobile,infaunal_asiphonate,suspension,unattached,La Perna et al. 2018:224,1,NA,NA,Zanclean,5.33,4.465,Recent,0,0,5.33,4.465,0,0,FALSE,Rec,R,yes
Carditidae,Arcturellina,mobile,infaunal_asiphonate,suspension,unattached,for Carditidae,1,NA,NA,Danian_upper,63.8,62.7,Recent,0,0,63.8,62.7,0,0,FALSE,Rec,R,yes
Carditidae,Austrocardiella,mobile,infaunal_asiphonate,subsurface_deposit,unattached,see Dias Passos et al. 2022 on Warrana,18,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Carditidae,Baluchicardia,mobile,infaunal_asiphonate,suspension,unattached,"subgenus of Glyptoactis in Treatise N:557, not figured, so take to be similar to Glytpoactis, which has infaunal morphology acc. to Heinberg 1999:188 Fig. 3",1,1,2.5,Campanian_upper,75.93,74.015,Ypresian_lower,51.9,54,75.93,74.015,54,51.9,FALSE,Maas,S,yes
Carditidae,Bathycardita,mobile,infaunal_asiphonate,suspension,unattached,for Carditidae,1,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Carditidae,Beguina,mobile,epifaunal,suspension,byssate,"Zhongyan 2004, Huber 2010a; Heinberg 1993:Fig. 6 as epifaunal byssate",4,NA,NA,Pleistocene,1.81,0.91,Recent,0,0,1.81,0.91,0,0,FALSE,Rec,R,yes
Carditidae,Benthocardiella,mobile,infaunal_asiphonate,subsurface_deposit,unattached,see Dias Passos et al. 2022 on Warrana,18,NA,NA,Chattian_lower,28,27,Recent,0,0,28,27,0,0,FALSE,Rec,R,yes
Carditidae,Birkelundita,mobile,infaunal_asiphonate,suspension,unattached,Heinberg 1993,1,1,2.5,Turonian_upper,91.17,90.485,Maastrichtian_upper,66,67.5,91.17,90.485,67.5,66,FALSE,Maas,V,yes
Carditidae,Cardiocardita,mobile,infaunal_asiphonate,suspension,unattached,Carpenter & De Angelis 2016:773,1,NA,NA,Danian_upper,63.8,62.7,Recent,0,0,63.8,62.7,0,0,FALSE,Rec,R,yes
Carditidae,Cardita,mobile,epifaunal,suspension,byssate,"Kay 1979; but this genus is heterogeneous, see Yonge 1969 p 522. C. ventricosa & C. borealis are infaunal, C. mactracea is infaunal byssate",4,NA,NA,Danian_upper,63.8,62.7,Recent,0,0,63.8,62.7,0,0,FALSE,Rec,R,yes
Carditidae,Carditamera,mobile,epifaunal,suspension,byssate,Huber 2015 byssally attached under rocks or stones; Heinber 1999: Fig. 6 shows epifaunal form,4,NA,NA,Lutetian_upper,45,43,Recent,0,0,45,43,0,0,FALSE,Rec,R,yes
Carditidae,Carditella,mobile,infaunal_asiphonate,suspension,unattached,for Carditidae,1,NA,NA,Selandian,61.6,60.4,Recent,0,0,61.6,60.4,0,0,FALSE,Rec,R,yes
Carditidae,Carditellona,mobile,infaunal_asiphonate,suspension,unattached,for Carditidae,1,NA,NA,Aquitanian,23.03,21.735,Recent,0,0,23.03,21.735,0,0,FALSE,Rec,R,yes
Carditidae,Carditellopsis,mobile,infaunal_asiphonate,suspension,unattached,for Carditidae,1,NA,NA,Thanetian,59.2,57.6,Recent,0,0,59.2,57.6,0,0,FALSE,Rec,R,yes
Carditidae,Cardites,mobile,infaunal_asiphonate,suspension,unattached,"NMITA says inf unattached, Stanley 1970, 1972 shows C. floridanus byssally attached to seagrass",1,NA,NA,Burdigalian,20.44,18.205,Recent,0,0,20.44,18.205,0,0,FALSE,Rec,R,yes
Carditidae,Carditopsis,mobile,infaunal_asiphonate,suspension,unattached,for Carditidae,1,NA,NA,Rupelian,33.9,31,Recent,0,0,33.9,31,0,0,FALSE,Rec,R,yes
Carditidae,Centrocardita,mobile,infaunal_asiphonate,suspension,unattached,for Carditidae,1,NA,NA,Selandian-Thanetian,61.6,58.8,Recent,0,0,61.6,58.8,0,0,FALSE,Rec,R,yes
Carditidae,Coanicardita,mobile,infaunal_asiphonate,suspension,unattached,Yonge 1969:522 says Cardita ventricosa (=Coanicardita) is lethargic and infaunal,1,NA,NA,Messinian,7.25,6.29,Recent,0,0,7.25,6.29,0,0,FALSE,Rec,R,yes
Carditidae,Condylocardia,mobile,infaunal_asiphonate,subsurface_deposit,unattached,see Dias Passos et al. 2022 on Warrana,18,NA,NA,Lutetian_upper,44.5,42.85,Recent,0,0,44.5,42.85,0,0,FALSE,Rec,R,yes
Carditidae,Condylocuna,mobile,infaunal_asiphonate,subsurface_deposit,unattached,see Dias Passos et al. 2022 on Warrana,18,NA,NA,Bartonian_upper,39.5,38.65,Recent,0,0,39.5,38.65,0,0,FALSE,Rec,R,yes
Carditidae,Coripia,mobile,infaunal_asiphonate,suspension,unattached,for Carditidae,1,NA,NA,Rupelian,33.9,31,Recent,0,0,33.9,31,0,0,FALSE,Rec,R,yes
