Sample label,d13C,d18O,mbsf,mcd,"age DT14/Woelders17, La11",Source,comment
"208-1262C-12H-3,98-99",1.18,0.02,187.985,206.765,64.00230357,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-3,101-102",1.08,-0.22,188.015,206.795,64.00798214,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-3,103-104",1.20,0.07,188.035,206.815,64.01176786,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-3,107-108",1.28,0.05,188.075,206.855,64.01933929,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-3,111-112",1.28,0.12,188.115,206.895,64.02691071,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-3,113-114",1.18,-0.07,188.135,206.915,64.03069643,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-3,116-117",1.13,-0.21,188.165,206.945,64.036375,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-3,119-120",1.14,-0.11,188.195,206.975,64.04205357,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-3,125-126",1.22,-0.03,188.255,207.035,64.05341071,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-3,128-129",1.13,-0.15,188.285,207.065,64.05908929,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-3,131-132",1.16,-0.01,188.315,207.095,64.06476786,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-3,135-136",1.22,-0.02,188.355,207.135,64.07233929,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-3,137-138",1.21,-0.03,188.375,207.155,64.076125,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-3,141-142",1.12,-0.08,188.415,207.195,64.08369643,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-3,144-145",1.26,0.11,188.445,207.225,64.089375,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-3,146-147",1.24,0.08,188.465,207.245,64.09316071,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-3,149-150",1.19,-0.08,188.495,207.275,64.09928125,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,3-4",1.18,-0.21,188.535,207.315,64.10803125,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,13-14",1.31,0.06,188.635,207.415,64.12990625,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,20-21",1.28,-0.14,188.705,207.485,64.14521875,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,26-27",1.44,0.07,188.765,207.545,64.15834375,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,29-30",1.47,0.08,188.795,207.575,64.16490625,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,32-33",1.35,-0.14,188.825,207.605,64.17146875,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,35-36",1.52,-0.04,188.855,207.635,64.17803125,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,39-40",1.46,0.15,188.895,207.675,64.18678125,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,44-45",1.31,-0.06,188.945,207.725,64.19771875,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,47-48",1.24,-0.12,188.975,207.755,64.20482143,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,63-64",1.41,0.28,189.135,207.915,64.24558333,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,66-67",1.45,0.10,189.165,207.945,64.25322619,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,68-69",1.49,0.28,189.185,207.965,64.25832143,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,77-78",1.50,0.07,189.275,208.055,64.28125,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,80-81",1.34,0.01,189.305,208.085,64.28889286,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,83-84",1.37,-0.14,189.335,208.115,64.29653571,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,87-88",1.39,0.18,189.375,208.155,64.30672619,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,89-90",1.37,-0.07,189.395,208.175,64.31102586,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,92-93",1.32,0.20,189.425,208.205,64.31707759,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,99-100",1.40,0.23,189.495,208.275,64.33119828,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,101-102",1.21,-0.08,189.515,208.295,64.33523276,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,104-105",1.32,0.00,189.545,208.325,64.34128448,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,111-112",1.40,-0.03,189.615,208.395,64.35540517,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,113-114",1.35,-0.03,189.635,208.415,64.35943966,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,116-117",1.41,0.13,189.665,208.445,64.36549138,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,119-120",1.40,0.06,189.695,208.475,64.3715431,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,122-123",1.37,0.19,189.725,208.505,64.37759483,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,125-126",1.34,0.20,189.755,208.535,64.38364655,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,128-129",1.46,0.14,189.785,208.565,64.38969828,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,131-132",1.43,0.15,189.815,208.595,64.39575,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,133-134",1.30,0.16,189.835,208.615,64.39978448,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,137-138",1.27,0.20,189.875,208.655,64.40785345,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,140-141",1.39,0.23,189.905,208.685,64.41390517,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,143-144",1.39,0.27,189.935,208.715,64.4199569,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,147-148",1.23,0.16,189.975,208.755,64.42821875,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-4,149-150",1.28,0.09,189.995,208.775,64.43251042,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,2-3",1.33,0.12,190.025,208.805,64.43894792,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,5-6",1.33,0.13,190.055,208.835,64.44538542,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,8-9",1.32,0.14,190.085,208.865,64.45182292,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,11-12",1.36,0.10,190.115,208.895,64.45826042,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,14-15",1.32,0.05,190.145,208.925,64.46469792,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,17-18",1.22,0.14,190.175,208.955,64.47113542,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,21-22",1.23,0.12,190.215,208.995,64.47971875,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,23-24",1.10,-0.09,190.235,209.015,64.48401042,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,26-27",1.16,-0.06,190.265,209.045,64.49044792,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,29-30",1.18,0.01,190.295,209.075,64.49688542,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,33-34",1.11,-0.03,190.335,209.115,64.50546875,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,35-36",1.14,-0.06,190.355,209.135,64.50976042,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,38-39",1.19,-0.06,190.385,209.165,64.51619792,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,41-42",1.19,-0.04,190.415,209.195,64.52263542,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,43-44",1.16,0.02,190.435,209.215,64.52692708,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,47-48",1.17,-0.09,190.475,209.255,64.5344569,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,50-51",1.18,-0.05,190.505,209.285,64.53999138,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,53-54",1.17,-0.07,190.535,209.315,64.54552586,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,57-58",1.25,0.04,190.575,209.355,64.55290517,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,59-60",1.29,0.06,190.595,209.375,64.55659483,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,62-63",1.26,0.00,190.625,209.405,64.56212931,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,65-66",1.29,0.05,190.655,209.435,64.56766379,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,68-69",1.19,-0.05,190.685,209.465,64.57319828,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,71-72",1.25,0.02,190.715,209.495,64.57873276,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,74-75",1.25,0.03,190.745,209.525,64.58426724,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,77-78",1.22,-0.05,190.775,209.555,64.58980172,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,79-80",1.22,0.01,190.795,209.575,64.59349138,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,83-84",1.13,-0.03,190.835,209.615,64.60087069,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,86-87",1.15,-0.10,190.865,209.645,64.60640517,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,89-90",1.18,-0.11,190.895,209.675,64.61193966,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,93-94",1.13,-0.11,190.935,209.715,64.61931897,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,95-96",1.18,-0.04,190.955,209.735,64.62300862,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,98-99",1.18,-0.01,190.985,209.765,64.6285431,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,101-102",1.19,-0.08,191.015,209.795,64.63407759,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,103-104",1.15,0.03,191.035,209.815,64.63708333,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,107-108",1.22,-0.02,191.075,209.855,64.64263889,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,110-111",1.28,-0.06,191.105,209.885,64.64680556,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,113-114",1.20,-0.03,191.135,209.915,64.65097222,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,116-117",1.25,0.02,191.165,209.945,64.65513889,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,119-120",1.30,0.01,191.195,209.975,64.65930556,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,122-123",1.27,-0.07,191.225,210.005,64.66347222,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,125-126",1.32,-0.06,191.255,210.035,64.66763889,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,128-129",1.14,-0.11,191.285,210.065,64.67180556,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,131-132",1.31,-0.06,191.315,210.095,64.67597222,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,134-135",1.29,-0.11,191.345,210.125,64.68013889,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-5,137-138",1.26,-0.06,191.375,210.155,64.68430556,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,1-2",1.32,-0.02,191.515,210.295,64.70375,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,5-6",1.38,0.03,191.555,210.335,64.70930556,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,8-9",1.38,0.04,191.585,210.365,64.71347222,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,11-12",1.32,-0.06,191.615,210.395,64.71763889,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,14-15",1.37,-0.01,191.645,210.425,64.72180556,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,17-18",1.39,0.08,191.675,210.455,64.72597222,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,20-21",1.37,0.01,191.705,210.485,64.73013889,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,24-25",1.49,0.21,191.745,210.525,64.73605435,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,26-27",1.49,0.09,191.765,210.545,64.74027174,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,29-30",1.52,0.14,191.795,210.575,64.74659783,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,32-33",1.47,0.13,191.825,210.605,64.75292391,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,34-35",1.48,0.13,191.845,210.625,64.7571413,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,38-39",1.45,0.09,191.885,210.665,64.76557609,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,41-42",1.47,0.13,191.915,210.695,64.77190217,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,44-45",1.45,0.03,191.945,210.725,64.77822826,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,47-48",1.44,0.09,191.975,210.755,64.78455435,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,50-51",1.49,0.09,192.005,210.785,64.79088043,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,53-54",1.41,-0.11,192.035,210.815,64.79720652,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,56-57",1.49,0.00,192.065,210.845,64.80353261,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,60-61",1.37,-0.03,192.105,210.885,64.81196739,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,65-66",1.43,0.00,192.155,210.935,64.82251087,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,68-69",1.42,-0.04,192.185,210.965,64.82883696,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,71-72",1.37,-0.09,192.215,210.995,64.83594737,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,74-75",1.42,0.01,192.245,211.025,64.84384211,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,77-78",1.38,-0.01,192.275,211.055,64.85173684,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,80-81",1.51,0.04,192.305,211.085,64.85963158,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,84-85",1.38,-0.01,192.345,211.125,64.87015789,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,86-87",1.46,-0.02,192.365,211.145,64.87542105,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,89-90",1.31,-0.13,192.395,211.175,64.88331579,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,92-93",1.37,-0.14,192.425,211.205,64.89121053,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,94-95",1.27,-0.09,192.445,211.225,64.89647368,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-6,98-99",1.22,-0.21,192.485,211.265,64.907,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-7,2-3",1.21,-0.10,192.525,211.305,64.91752632,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-7,4-5",1.20,-0.12,192.545,211.325,64.92278947,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-7,9-10",1.32,-0.09,192.595,211.375,64.93576829,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-7,11-12",1.32,-0.07,192.615,211.395,64.94079268,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-7,14-15",1.30,-0.13,192.645,211.425,64.94832927,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-7,17-18",1.35,-0.08,192.675,211.455,64.95586585,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-7,20-21",1.44,0.06,192.705,211.485,64.96340244,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-7,23-24",1.49,0.10,192.735,211.515,64.97093902,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-7,26-27",1.51,0.08,192.765,211.545,64.97847561,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-7,29-30",1.42,0.05,192.795,211.575,64.9860122,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-7,31-32",1.43,0.08,192.815,211.595,64.99103659,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-7,35-36",1.47,0.06,192.855,211.635,65.00108537,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-7,38-39",1.41,0.01,192.885,211.665,65.00862195,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-7,41-42",1.39,0.00,192.915,211.695,65.01615854,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-7,43-44",1.41,0.06,192.935,211.715,65.02118293,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-7,47-48",1.48,0.03,192.975,211.755,65.03123171,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-7,50-51",1.43,0.02,193.005,211.785,65.03734677,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-7,53-54",1.47,0.12,193.035,211.815,65.04204032,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-7,55-56",1.42,0.04,193.055,211.835,65.04516935,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-7,59-60",1.44,0.02,193.095,211.875,65.05142742,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-7,62-63",1.50,0.06,193.125,211.905,65.05612097,Barnet et al. (2019),benthic foraminifera
"208-1262C-12H-7,65-66",1.42,0.00,193.155,211.935,65.06081452,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-1,8-9",1.55,0.02,190.985,211.975,65.06707258,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-1,11-12",1.52,-0.10,191.015,212.005,65.07176613,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-1,14-15",1.53,-0.01,191.045,212.035,65.07645968,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-1,16-17",1.42,-0.12,191.065,212.055,65.07958871,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-1,19-20",1.50,-0.03,191.095,212.085,65.08428226,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-1,23-24",1.45,-0.15,191.135,212.125,65.09054032,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-1,26-27",1.39,-0.12,191.165,212.155,65.09523387,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-1,29-30",1.45,0.02,191.195,212.185,65.09992742,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-1,33-34",1.39,0.01,191.235,212.225,65.10618548,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-1,35-36",1.22,-0.13,191.255,212.245,65.10931452,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-1,38-39",1.18,-0.12,191.285,212.275,65.11400806,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-1,41-42",1.20,-0.08,191.315,212.305,65.11870161,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-1,44-45",1.19,-0.15,191.345,212.335,65.12339516,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-1,47-48",1.23,-0.14,191.375,212.365,65.12808871,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-1,50-51",1.29,-0.17,191.405,212.395,65.13270455,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-1,53-54",1.32,-0.14,191.435,212.425,65.13693182,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-1,55-56",1.21,-0.12,191.455,212.445,65.13975,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-1,62-63",1.22,-0.11,191.525,212.515,65.14961364,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-1,65-66",1.10,-0.13,191.555,212.545,65.15384091,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-1,67-68",1.32,-0.08,191.575,212.565,65.15665909,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-1,71-72",1.37,-0.06,191.615,212.605,65.16229545,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-1,74-75",1.43,-0.09,191.645,212.635,65.16652273,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-1,77-78",1.38,-0.09,191.675,212.665,65.17075,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-1,79-80",1.39,-0.14,191.695,212.685,65.17356818,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-1,83-84",1.35,-0.12,191.735,212.725,65.17920455,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-1,86-87",1.31,-0.10,191.765,212.755,65.18343182,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-1,89-90",1.34,-0.09,191.795,212.785,65.18765909,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-1,93-94",1.28,-0.05,191.835,212.825,65.19329545,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-1,95-96",1.29,-0.13,191.855,212.845,65.19611364,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-1,98-99",1.30,-0.11,191.885,212.875,65.20034091,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-2,2-3",1.19,-0.13,191.925,212.915,65.20597727,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-2,6-7",1.20,-0.13,191.965,212.955,65.21161364,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-2,11-12",1.01,-0.05,192.015,213.005,65.21865909,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-2,14-15",1.06,-0.03,192.045,213.035,65.22288636,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-2,19-20",1.03,-0.10,192.095,213.085,65.239,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-2,20-21",0.96,-0.14,192.105,213.095,65.243,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-2,23-24",1.02,-0.05,192.135,213.125,65.255,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-2,26-27",1.17,-0.07,192.165,213.155,65.267,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-2,28-29",1.12,0.00,192.185,213.175,65.275,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-2,32-33",1.18,-0.01,192.225,213.215,65.291,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-2,35-36",1.10,-0.02,192.255,213.245,65.303,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-2,39-40",1.01,-0.03,192.295,213.285,65.319,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-2,44-45",0.84,-0.13,192.345,213.335,65.333375,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-2,50-51",1.18,-0.13,192.405,213.395,65.343875,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-2,52-53",1.15,-0.10,192.425,213.415,65.347375,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-2,56-57",1.28,-0.04,192.465,213.455,65.354375,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-2,59-60",1.43,-0.01,192.495,213.485,65.359625,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-2,62-63",1.36,0.07,192.525,213.515,65.364875,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-2,63-64",1.36,0.02,192.535,213.525,65.366625,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-2,68-69",1.42,0.04,192.585,213.575,65.375375,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,2-3",1.20,-0.16,192.685,213.675,65.392875,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,5-6",1.26,-0.10,192.715,213.705,65.398125,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,8-9",1.30,-0.02,192.745,213.735,65.403375,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,16-17",1.30,-0.03,192.825,213.815,65.417375,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,17-18",1.34,-0.10,192.835,213.825,65.419125,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,29-30",1.30,-0.10,192.955,213.945,65.44107609,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,32-33",1.33,0.00,192.985,213.975,65.4471413,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,35-36",1.42,0.01,193.015,214.005,65.45320652,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,38-39",1.36,-0.01,193.045,214.035,65.45927174,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,41-42",1.35,-0.12,193.075,214.065,65.46533696,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,44-45",1.39,0.07,193.105,214.095,65.47140217,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,47-48",1.35,0.04,193.135,214.125,65.47746739,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,50-51",1.39,0.03,193.165,214.155,65.48353261,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,53-54",1.38,-0.01,193.195,214.185,65.48959783,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,56-57",1.38,0.02,193.225,214.215,65.49566304,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,65-66",1.28,-0.07,193.315,214.305,65.5138587,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,68-69",1.26,0.04,193.345,214.335,65.51992391,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,71-72",1.43,0.03,193.375,214.365,65.52598913,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,76-77",1.42,0.04,193.425,214.415,65.53492857,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,77-78",1.45,0.07,193.435,214.425,65.53669048,Barnet et al. (2019),benthic foraminifera
"208-1262C-13H-1,0-1",1.28,-0.01,193.505,214.444,65.53996762,Barnet et al. (2019),benthic foraminifera
"208-1262C-13H-1,1-2",1.19,-0.11,193.515,214.454,65.54172952,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,80-81",1.45,0.06,193.465,214.455,65.54197619,Barnet et al. (2019),benthic foraminifera
"208-1262C-13H-1,2-3",1.19,-0.10,193.525,214.464,65.54349143,Barnet et al. (2019),benthic foraminifera
"208-1262C-13H-1,4-5",1.34,-0.04,193.545,214.484,65.54701524,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,83-84",1.48,-0.01,193.495,214.485,65.5472619,Barnet et al. (2019),benthic foraminifera
"208-1262C-13H-1,5-6",1.44,0.03,193.555,214.494,65.54877714,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,86-87",1.52,0.06,193.525,214.515,65.55254762,Barnet et al. (2019),benthic foraminifera
"208-1262C-13H-1,8-9",1.49,0.08,193.585,214.524,65.55406286,Barnet et al. (2019),benthic foraminifera
"208-1262C-13H-1,11-12",1.44,0.08,193.615,214.566,65.56144524,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,92-93",1.49,0.00,193.585,214.575,65.56311905,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,95-96",1.54,0.05,193.615,214.605,65.56840476,Barnet et al. (2019),benthic foraminifera
"208-1262C-13H-1,15-16",1.26,0.09,193.655,214.637,65.57411333,Barnet et al. (2019),benthic foraminifera
"208-1262C-13H-1,16-17",1.37,0.05,193.665,214.655,65.57728476,Barnet et al. (2019),benthic foraminifera
"208-1262B-22H-3,101-102",1.41,0.01,193.675,214.665,65.57897619,Barnet et al. (2019),benthic foraminifera
"208-1262C-13H-1,19-20",1.38,-0.15,193.695,214.709,65.58678143,Barnet et al. (2019),benthic foraminifera
